Aligner,Metric,Mean,Std,Min,Max,Count
mea,column_identity,0.8587777532940094,0.25651183594842075,0.05343511450381679,1.0,368
viterbi,column_identity,0.8536664537814649,0.2602165000654949,0.04961832061068702,1.0,368
mea,f1,0.9305791809724682,0.15018217108537582,0.022598870056497175,1.0,368
viterbi,f1,0.9269933018879458,0.15355796545323533,0.022598870056497175,1.0,368
mea,precision,0.9283959726789384,0.15280632226180346,0.020942408376963352,1.0,368
viterbi,precision,0.9250947674390362,0.15552611749981782,0.020942408376963352,1.0,368
mea,recall,0.932996434279177,0.1474857701941546,0.023622047244094488,1.0,368
viterbi,recall,0.9291059797693589,0.1515611258724319,0.024539877300613498,1.0,368
mea,sensitivity,0.932996434279177,0.1474857701941546,0.023622047244094488,1.0,368
viterbi,sensitivity,0.9291059797693589,0.1515611258724319,0.024539877300613498,1.0,368
mea,specificity,0.9993681663680106,0.0013852432017117265,0.9886083743842364,1.0,368
viterbi,specificity,0.9993441853675706,0.0013622525377115582,0.9886083743842364,1.0,368
